Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,-1,AVG,OBP,SLG,OPS,wOBA,wRC+,-1,BsR,Fld,-1,Off,Def,WAR,-1,ADP,playerid
Luis Verdugo,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.264,0.296,0.56,0.25,59,,0,0,,0,0,0,,999,sa3006888
Alfredo Rodriguez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.223,0.267,0.295,0.562,0.25,59,,0,0,,0,0,0,,999,sa922180
Cesar Izturis Jr.,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.208,0.256,0.287,0.542,0.242,59,,0,0,,0,0,0,,999,sa3002847
Brainer Bonaci,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.278,0.29,0.567,0.257,59,,0,0,,0,0,0,,999,sa3008836
Logan Warmoth,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.199,0.283,0.309,0.592,0.267,72,,0,0,,0,0,0,,999,sa3004813
Yiddi Cappe,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.241,0.294,0.536,0.236,51,,0,0,,-0.1,0,0,,999,sa3015515
Christian Cairo,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.177,0.265,0.251,0.516,0.238,51,,0,0,,-0.1,0,0,,999,sa3010028
Chris Torres,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.192,0.258,0.268,0.527,0.239,51,,0,0,,-0.1,0,0,,999,sa872538
Drew Swift,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.187,0.254,0.249,0.503,0.23,51,,0,0,,-0.1,0,0,,999,sa3017281
Cody Bohanek,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.18,0.271,0.271,0.542,0.249,58,,0,0,,0,0,0,,999,sa3004157
Jackson Merrill,SDP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.201,0.241,0.285,0.526,0.234,51,,0,0,,-0.1,0,0,,999,sa3016829
Maikol Escotto,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.19,0.243,0.295,0.537,0.239,50,,0,0,,-0.1,0,0,,999,sa3008878
Manny Rodriguez,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.192,0.242,0.299,0.541,0.24,57,,0,0,,0,0,0,,999,sa3006678
Marcos Gonzalez,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.225,0.28,0.354,0.634,0.279,80,,0,0,,0,0,0,,999,sa3003311
Jack Winkler,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.255,0.28,0.534,0.24,58,,0,0,,0,0,0,,999,sa3017393
Eduardo Garcia,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.199,0.231,0.314,0.546,0.239,50,,0,0,,-0.1,0,0,,999,sa3008751
Luis García,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.177,0.253,0.263,0.516,0.235,50,,0,0,,-0.1,0,0,,999,sa3007295
Eddy Diaz,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.235,0.281,0.321,0.602,0.267,55,,0,0,,-0.1,0,0,,999,sa3004979
Benjamin Cowles,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.194,0.253,0.294,0.548,0.245,57,,0,0,,0,0,0,,999,sa3016976
Cade Bunnell,ATL,6,26,23,4,1,0,1,3,2,3,10,0,0,0,,0.189,0.283,0.322,0.606,0.273,71,,0,0,,-0.9,0,0,,999,sa3010702
Tyler Tolbert,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.191,0.254,0.272,0.526,0.237,47,,0,0,,-0.1,0,0,,999,sa3010337
Devin Hairston,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.191,0.247,0.273,0.521,0.234,50,,0,0,,-0.1,0,0,,999,sa915575
Connor Justus,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.195,0.266,0.279,0.545,0.247,57,,0,0,,-0.1,0,0,,999,sa873634
Scott Burcham,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.204,0.262,0.293,0.555,0.248,57,,0,0,,-0.1,0,0,,999,sa875782
Omar Estévez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.274,0.326,0.6,0.267,71,,0,0,,0,0,0,,999,sa914242
Taylor Snyder,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.256,0.35,0.606,0.266,70,,0,0,,0,0,0,,999,sa738930
Jeremy Rivera,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.22,0.281,0.315,0.596,0.267,70,,0,0,,0,0,0,,999,sa829240
Daniel Ozoria,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.211,0.255,0.29,0.545,0.243,56,,0,0,,0,0,0,,999,sa3003218
Seth Mejias-Brean,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.222,0.282,0.332,0.614,0.273,74,,0,0,,0,0,0,,999,13905
Wander Javier,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.186,0.232,0.302,0.535,0.236,49,,0,0,,-0.1,0,0,,999,sa917168
Yeltsin Encarnacion,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.205,0.26,0.289,0.549,0.246,56,,0,0,,-0.1,0,0,,999,sa875336
Jake Elmore,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.234,0.298,0.323,0.62,0.277,78,,0,0,,0,0,0,,999,7290
Keiner Delgado,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.169,0.262,0.237,0.499,0.233,48,,0,0,,-0.1,0,0,,999,sa3018397
Jarryd Dale,SDP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.182,0.253,0.249,0.502,0.23,48,,0,0,,-0.1,0,0,,999,sa3007022
Alexander Campos,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.188,0.258,0.263,0.521,0.237,56,,0,0,,-0.1,0,0,,999,sa3002852
Aeverson Arteaga,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.195,0.238,0.287,0.525,0.233,49,,0,0,,-0.1,0,0,,999,sa3014707
Mateo Gil,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.225,0.264,0.348,0.611,0.268,56,,0,0,,-0.1,0,0,,999,sa3007050
Axel Sanchez,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.187,0.23,0.282,0.512,0.228,48,,0,0,,-0.1,0,0,,999,sa3015601
Dalvy Rosario,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.208,0.248,0.297,0.545,0.241,55,,0,0,,-0.1,0,0,,999,sa3005712
Fabian Pertuz,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.238,0.293,0.531,0.235,48,,0,0,,-0.1,0,0,,999,sa3005500
Abiezel Ramirez,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.183,0.241,0.287,0.529,0.237,55,,0,0,,-0.1,0,0,,999,sa3003282
Yeison Coca,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.199,0.261,0.282,0.543,0.244,55,,0,0,,-0.1,0,0,,999,sa917075
Camden Duzenack,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.214,0.259,0.352,0.61,0.267,68,,0,0,,0,0,0,,999,sa873988
Delvin Zinn,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.203,0.258,0.28,0.538,0.242,53,,0,0,,-0.1,0,0,,999,sa875884
Ynmanol Mariñez,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.211,0.248,0.298,0.546,0.241,55,,0,0,,-0.1,0,0,,999,sa3005716
Chad Stevens,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.186,0.234,0.288,0.521,0.232,47,,0,0,,-0.1,0,0,,999,sa3017040
Max Ferguson,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.178,0.262,0.26,0.522,0.239,46,,0,0,,-0.1,0,0,,999,sa3016819
Wilmer Reyes,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.237,0.289,0.527,0.233,47,,0,0,,-0.1,0,0,,999,sa917118
Cole Tucker,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.277,0.316,0.593,0.265,69,,0,0,,0,0,0,,999,17326
Ramon Mendoza,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.185,0.246,0.256,0.502,0.227,46,,0,0,,-0.1,0,0,,999,sa3007513
Jose Torres,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.208,0.247,0.326,0.573,0.252,52,,0,0,,-0.1,0,0,,999,sa3017396
Elvis Peralta,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.2,0.255,0.282,0.537,0.241,52,,0,0,,-0.1,0,0,,999,sa1170420
Justin Lopez,SDP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.193,0.239,0.293,0.532,0.236,52,,0,0,,-0.1,0,0,,999,sa3002670
Eduardo Torrealba,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.205,0.255,0.276,0.531,0.238,52,,0,0,,-0.1,0,0,,999,sa917095
Jonathan Guzman,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.194,0.239,0.277,0.516,0.23,45,,0,0,,-0.1,0,0,,999,sa917127
Sebastian Espino,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.199,0.245,0.345,0.59,0.258,66,,0,0,,0,0,0,,999,sa3003347
Yeison Santana,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.201,0.265,0.263,0.527,0.24,52,,0,0,,-0.1,0,0,,999,sa3005730
Tzu-Wei Lin,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.211,0.276,0.31,0.585,0.262,67,,0,0,,0,0,0,,999,14678
Maximo Acosta,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.195,0.24,0.265,0.505,0.227,43,,0,0,,-0.1,0,0,,999,sa3014711
Eric Stamets,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.183,0.254,0.279,0.532,0.241,52,,0,0,,-0.1,0,0,,999,13795
Andy Atwood,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.196,0.244,0.288,0.532,0.237,50,,0,0,,-0.1,0,0,,999,sa3019577
Pete Kozma,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.199,0.258,0.282,0.539,0.243,54,,0,0,,-0.1,0,0,,999,2539
Michael Turconi,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.188,0.243,0.254,0.497,0.225,43,,0,0,,-0.1,0,0,,999,sa3020195
Ed Howard,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.194,0.236,0.272,0.508,0.227,43,,0,0,,-0.1,0,0,,999,sa3014540
Yadiel Rivera,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.219,0.257,0.316,0.573,0.253,61,,0,0,,0,0,0,,999,11863
Shervyen Newton,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.176,0.234,0.278,0.512,0.229,43,,0,0,,-0.1,0,0,,999,sa917119
Freudis Nova,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.186,0.234,0.267,0.501,0.225,42,,0,0,,-0.1,0,0,,999,sa3003195
Keyber Rodriguez,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.25,0.276,0.526,0.236,49,,0,0,,-0.1,0,0,,999,sa3005488
Cristian Gonzalez,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.188,0.228,0.276,0.504,0.224,42,,0,0,,-0.1,0,0,,999,sa3008771
Kevin Villavicencio,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.191,0.224,0.264,0.488,0.217,42,,0,0,,-0.1,0,0,,999,sa3015673
Luis Santos,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.188,0.251,0.264,0.515,0.233,48,,0,0,,-0.1,0,0,,999,sa3005080
Pedro Martinez,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.188,0.243,0.259,0.502,0.227,48,,0,0,,-0.1,0,0,,999,sa3005795
Noah Miller,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.172,0.25,0.227,0.477,0.221,41,,0,0,,-0.1,0,0,,999,sa3017512
Willy Vasquez,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.19,0.227,0.282,0.509,0.225,47,,0,0,,-0.1,0,0,,999,sa3011821
Erick Brito,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.194,0.249,0.251,0.5,0.226,40,,0,0,,-0.1,0,0,,999,sa3011753
Jose Guzman,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.185,0.255,0.256,0.511,0.233,47,,0,0,,-0.1,0,0,,999,sa3005601
Adrian Placencia,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.176,0.246,0.274,0.52,0.235,47,,0,0,,-0.1,0,0,,999,sa3014688
Derwin Barreto,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.184,0.245,0.272,0.517,0.233,47,,0,0,,-0.1,0,0,,999,sa3005522
Adam Hall,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.227,0.292,0.314,0.607,0.272,76,,0,0,,0,0,0,,999,sa3005077
Ronny Brito,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.182,0.231,0.293,0.525,0.233,47,,0,0,,-0.1,0,0,,999,sa917329
Humberto Arteaga,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.206,0.247,0.285,0.532,0.236,49,,0,0,,-0.1,0,0,,999,13595
Enmanuel Tejeda,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.166,0.241,0.237,0.477,0.22,39,,0,0,,-0.1,0,0,,999,sa3018497
Isaac De Leon,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.174,0.248,0.259,0.506,0.231,46,,0,0,,-0.1,0,0,,999,sa3008784
Esmil Torres,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.16,0.224,0.236,0.46,0.21,31,,0,0,,-0.1,0,0,,999,sa3009284
Kevin Kendall,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.184,0.227,0.247,0.474,0.213,39,,0,0,,-0.1,0,0,,999,sa3017212
Osmy Gregorio,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.193,0.235,0.264,0.499,0.223,38,,0,0,,-0.1,0,0,,999,sa917348
Jordy Barley,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.181,0.228,0.27,0.498,0.222,38,,0,0,,-0.1,0,0,,999,sa3004148
Clayton Daniel,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.225,0.287,0.318,0.606,0.271,74,,0,0,,0,0,0,,999,sa3007646
Beau Philip,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.178,0.249,0.268,0.517,0.235,45,,0,0,,-0.1,0,0,,999,sa1169595
Antoni Flores,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.185,0.255,0.251,0.506,0.231,46,,0,0,,-0.1,0,0,,999,sa3005489
Jeral Perez,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.18,0.222,0.296,0.518,0.229,45,,0,0,,-0.1,0,0,,999,sa3018557
Josh Kasevich,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.19,0.235,0.252,0.486,0.219,38,,0,0,,-0.1,0,0,,999,sa3020203
José Sánchez,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.191,0.25,0.266,0.516,0.233,45,,0,0,,-0.1,0,0,,999,sa3004382
Jeremy Rivas,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.191,0.233,0.246,0.479,0.215,38,,0,0,,-0.1,0,0,,999,sa3015193
Estiven Machado,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.187,0.236,0.246,0.482,0.218,37,,0,0,,-0.1,0,0,,999,sa3014715
Johan Cruz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.186,0.241,0.269,0.509,0.229,44,,0,0,,-0.1,0,0,,999,sa736621
Yordys Valdes,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.192,0.235,0.251,0.485,0.218,37,,0,0,,-0.1,0,0,,999,sa3010037
Noelberth Romero,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.193,0.23,0.283,0.513,0.227,44,,0,0,,-0.1,0,0,,999,sa3008808
Enrique Valdez,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.197,0.237,0.286,0.523,0.232,44,,0,0,,-0.1,0,0,,999,sa3005568
Marcos Rivera,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.184,0.223,0.296,0.518,0.228,44,,0,0,,-0.1,0,0,,999,sa872509
Kahlil Watson,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.174,0.216,0.268,0.484,0.215,37,,0,0,,-0.1,0,0,,999,sa3017513
Adrian Rondon,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.193,0.236,0.276,0.512,0.228,43,,0,0,,-0.1,0,0,,999,sa877519
Cristian Inoa,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.216,0.264,0.321,0.585,0.259,65,,0,0,,0,0,0,,999,sa917277
Jose Ramos,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.172,0.224,0.252,0.476,0.215,36,,0,0,,-0.1,0,0,,999,sa3016541
E.J. Exposito,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.18,0.231,0.261,0.492,0.221,36,,0,0,,-0.1,0,0,,999,sa3019900
Antonio Pinero,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.187,0.226,0.261,0.487,0.217,36,,0,0,,-0.1,0,0,,999,sa917079
Deury Carrasco,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.169,0.24,0.255,0.495,0.225,43,,0,0,,-0.1,0,0,,999,sa3003330
Michael De León,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.221,0.268,0.316,0.584,0.258,65,,0,0,,0,0,0,,999,sa823925
Dereck Salom,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.18,0.225,0.234,0.459,0.208,35,,0,0,,-0.1,0,0,,999,sa3005925
Yohander Martinez,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.184,0.246,0.246,0.492,0.224,42,,0,0,,-0.1,0,0,,999,sa3008775
Leosdany Molina,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.186,0.225,0.255,0.48,0.214,35,,0,0,,-0.1,0,0,,999,sa3015874
Michael Arroyo,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.163,0.22,0.237,0.458,0.208,35,,0,0,,-0.1,0,0,,999,sa3018429
Mike Salvatore,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.169,0.225,0.259,0.484,0.218,42,,0,0,,-0.1,0,0,,999,sa3011254
Carlos Santiago,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.182,0.214,0.267,0.481,0.213,35,,0,0,,-0.1,0,0,,999,sa3005565
Adinso Reyes,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.18,0.22,0.284,0.504,0.223,42,,0,0,,-0.1,0,0,,999,sa3008750
Jose Tortolero,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.189,0.239,0.262,0.501,0.225,42,,0,0,,-0.1,0,0,,999,sa3002708
Ricky Aracena,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.186,0.241,0.256,0.497,0.224,41,,0,0,,-0.1,0,0,,999,sa877365
Echedry Vargas,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.182,0.217,0.264,0.481,0.214,34,,0,0,,-0.1,0,0,,999,sa3018565
Mairoshendrick Martinus,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.17,0.206,0.274,0.481,0.213,34,,0,0,,-0.1,0,0,,999,sa3018505
Dayan Frias,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.181,0.242,0.252,0.494,0.224,41,,0,0,,-0.1,0,0,,999,sa3008768
Reylin Perez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.157,0.217,0.251,0.468,0.212,34,,0,0,,-0.1,0,0,,999,sa3019204
Ghordy Santos,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.206,0.248,0.298,0.546,0.242,55,,0,0,,-0.1,0,0,,999,sa3003331
Samil Polanco,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.195,0.226,0.281,0.507,0.224,40,,0,0,,-0.1,0,0,,999,sa3006676
Sal Gozzo,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.186,0.242,0.26,0.502,0.226,41,,0,0,,-0.1,0,0,,999,sa3010708
Juan Corniel,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.193,0.23,0.256,0.485,0.217,34,,0,0,,-0.1,0,0,,999,sa3015169
Alexander Vargas,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.173,0.217,0.254,0.471,0.211,33,,0,0,,-0.1,0,0,,999,sa3008851
Manuel Pena,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.191,0.24,0.268,0.508,0.226,40,,0,0,,-0.1,0,0,,999,sa3015715
Roman Ruiz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.184,0.225,0.25,0.475,0.213,33,,0,0,,-0.1,0,0,,999,sa3005546
Yoander Rivero,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.175,0.236,0.235,0.472,0.216,33,,0,0,,-0.1,0,0,,999,sa3008782
Peyton Graham,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.181,0.222,0.245,0.468,0.21,32,,0,0,,-0.1,0,0,,999,sa3019990
Jose King,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.19,0.228,0.272,0.5,0.222,39,,0,0,,-0.1,0,0,,999,sa917184
Alexeis Azuaje,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.191,0.225,0.28,0.506,0.224,39,,0,0,,-0.1,0,0,,999,sa3009286
Dyan Jorge,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.203,0.241,0.286,0.527,0.234,32,,0,0,,-0.1,0,0,,999,sa3018387
Alexis Pantoja,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.216,0.271,0.294,0.565,0.253,61,,0,0,,0,0,0,,999,sa829182
Jesus Baez,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.159,0.203,0.249,0.452,0.202,32,,0,0,,-0.1,0,0,,999,sa3018507
Jean Carmona,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.178,0.229,0.262,0.491,0.22,38,,0,0,,-0.1,0,0,,999,sa3003340
Nestor Heredia,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.18,0.216,0.282,0.498,0.22,38,,0,0,,-0.1,0,0,,999,sa3005626
Oswaldo Osorio,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.149,0.215,0.24,0.456,0.208,31,,0,0,,-0.1,0,0,,999,sa3018560
Abdiel Layer,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.173,0.214,0.277,0.491,0.218,38,,0,0,,-0.1,0,0,,999,sa3007291
Cesar Berbesi,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.168,0.232,0.228,0.46,0.211,38,,0,0,,-0.1,0,0,,999,sa3008740
Johnfrank Salazar,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.199,0.237,0.272,0.509,0.227,37,,0,0,,-0.1,0,0,,999,sa3015643
Garrett Saunders,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.173,0.227,0.233,0.459,0.209,30,,0,0,,-0.1,0,0,,999,sa3010909
Aiverson Rodriguez,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.203,0.25,0.291,0.541,0.241,37,,0,0,,-0.1,0,0,,999,sa3008824
Reyny Reyes,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.191,0.23,0.259,0.489,0.218,37,,0,0,,-0.1,0,0,,999,sa3003178
Jonathan Mejia,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.157,0.213,0.235,0.449,0.204,30,,0,0,,-0.1,0,0,,999,sa3018411
Derlin Figueroa,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.167,0.217,0.271,0.488,0.216,37,,0,0,,-0.1,0,0,,999,sa3015851
Jose Escobar,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.177,0.211,0.258,0.468,0.208,30,,0,0,,-0.1,0,0,,999,sa3018629
Andrws Cruz,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.182,0.224,0.238,0.462,0.207,29,,0,0,,-0.1,0,0,,999,sa3015734
Robert Moore,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.182,0.225,0.265,0.49,0.219,37,,0,0,,-0.1,0,0,,999,sa3019928
Keoni Cavaco,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.18,0.215,0.271,0.485,0.215,36,,0,0,,-0.1,0,0,,999,sa3010706
Casey Martin,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.173,0.216,0.252,0.468,0.209,29,,0,0,,-0.1,0,0,,999,sa3014524
Lizandro Espinoza,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.175,0.216,0.236,0.452,0.202,29,,0,0,,-0.1,0,0,,999,sa3015611
Cristofer Torin,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.181,0.248,0.228,0.477,0.22,36,,0,0,,-0.1,0,0,,999,sa3018938
Alejandro Nunez,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.175,0.22,0.237,0.457,0.205,28,,0,0,,-0.1,0,0,,999,sa3018977
Brenny Escanio,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.159,0.208,0.25,0.458,0.205,28,,0,0,,-0.1,0,0,,999,sa3015565
Brady House,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.179,0.217,0.252,0.469,0.21,29,,0,0,,-0.1,0,0,,999,sa3017694
Deivis Nadal,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.182,0.231,0.252,0.483,0.218,36,,0,0,,-0.1,0,0,,999,sa3008879
Zack Kone,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.185,0.23,0.252,0.482,0.216,35,,0,0,,-0.1,0,0,,999,sa3008293
Jason Matthews,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.168,0.226,0.228,0.454,0.206,28,,0,0,,-0.1,0,0,,999,sa3018152
Manuel Beltre,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.163,0.216,0.234,0.45,0.204,28,,0,0,,-0.1,0,0,,999,sa3015710
Victor Acosta,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.17,0.222,0.264,0.486,0.216,28,,0,0,,-0.1,0,0,,999,sa3015705
