playerid,Name,Team,POS,G,PA,IP,WAR,value
15640,Aaron Judge,FA,CF,150,674,0,6.7,37936277
15640,Aaron Judge,FA,RF,150,674,0,6.7,37936277
13510,José Ramírez,FA,3B,150,663,0,5.3,2000000
14162,Carlos Correa,FA,SS,147,647,0,5.2,31752678
16252,Trea Turner,FA,SS,150,687,0,4.7,33616679
12927,Brandon Nimmo,FA,CF,150,689,0,4.7,21199909
12161,Xander Bogaerts,FA,SS,149,648,0,4.5,29555829
19197,Will Smith,FA,C,126,547,0,4.1,2000000
18314,Dansby Swanson,FA,SS,150,641,0,3.2,24801755
11609,Willson Contreras,FA,C,122,543,0,3.1,16418684
11609,Willson Contreras,FA,DH,122,543,0,3.1,16418684
5933,Jean Segura,FA,2B,130,555,0,2.6,4948750
5933,Jean Segura,FA,SS,130,555,0,2.6,4948750
3473,Anthony Rizzo,FA,1B,131,587,0,2.4,21422347
15676,José Abreu,FA,1B,150,650,0,2.4,12748090
17901,Andrew Benintendi,FA,LF,130,567,0,2.3,17397505
13338,Omar Narváez,FA,C,100,410,0,2.2,3145512
9774,Christian Vázquez,FA,C,96,385,0,2.1,6730990
14274,Mitch Haniger,FA,RF,134,606,0,2,15012727
13145,Josh Bell,FA,1B,139,599,0,1.9,13831870
8709,Elvis Andrus,FA,SS,122,498,0,1.9,4524458
15223,Adam Frazier,FA,2B,130,557,0,1.8,10017700
11899,Joc Pederson,FA,LF,122,532,0,1.8,14684536
13265,Mike Zunino,FA,C,80,313,0,1.7,9645521
5235,Justin Turner,FA,3B,130,550,0,1.7,8663516
11615,Brandon Drury,FA,3B,131,563,0,1.7,9391479
5235,Justin Turner,FA,DH,130,550,0,1.7,8663516
10231,José Iglesias,FA,SS,110,454,0,1.5,5058792
10815,Jurickson Profar,FA,LF,134,580,0,1.5,14909248
4106,Michael Brantley,FA,LF,109,486,0,1.5,8030809
4106,Michael Brantley,FA,DH,109,486,0,1.5,8030809
2900,Roberto Perez,FA,C,78,308,0,1.4,2958417
15149,Trey Mancini,FA,1B,138,600,0,1.2,18117905
12325,Jace Peterson,FA,3B,91,373,0,1.2,6517690
15937,Aledmys Díaz,FA,SS,87,364,0,1.2,4608517
15937,Aledmys Díaz,FA,LF,87,364,0,1.2,4608517
15149,Trey Mancini,FA,DH,138,600,0,1.2,18117905
9368,Evan Longoria,FA,3B,107,452,0,1.1,5210717
14128,Joey Gallo,FA,LF,104,429,0,1.1,8919649
11038,Kevin Kiermaier,FA,CF,100,408,0,1.1,6624958
14128,Joey Gallo,FA,RF,104,429,0,1.1,8919649
12976,Austin Hedges,FA,C,74,284,0,1,2000000
13807,Kevin Plawecki,FA,C,54,214,0,1,2000000
8202,Josh Harrison,FA,2B,97,397,0,1,3500696
2967,Tommy Pham,FA,LF,131,578,0,1,8353833
9256,AJ Pollock,FA,LF,120,500,0,1,2000000
10200,Tucker Barnhart,FA,C,78,306,0,0.9,2000000
11442,Gary Sanchez,FA,C,82,331,0,0.9,6400157
2396,Carlos Santana,FA,1B,117,495,0,0.9,10478480
10264,Brandon Belt,FA,1B,94,407,0,0.9,16090407
2136,David Peralta,FA,LF,115,487,0,0.9,8307233
2396,Carlos Santana,FA,DH,117,495,0,0.9,10478480
11442,Gary Sanchez,FA,DH,82,331,0,0.9,6400157
8623,Donovan Solano,FA,1B,73,303,0,0.8,5778406
10047,Wil Myers,FA,1B,96,391,0,0.8,10982775
10047,Wil Myers,FA,RF,96,391,0,0.8,10982775
6184,J.D. Martinez,FA,DH,141,610,0,0.8,2000000
8623,Donovan Solano,FA,DH,73,303,0,0.8,5778406
10556,César Hernández,FA,2B,97,430,0,0.7,4589740
12160,Ben Gamel,FA,LF,78,330,0,0.7,2220565
8090,Matt Carpenter,FA,RF,109,436,0,0.7,2000000
12160,Ben Gamel,FA,RF,78,330,0,0.7,2220565
9847,Andrew McCutchen,FA,DH,125,541,0,0.7,7629875
8090,Matt Carpenter,FA,DH,109,436,0,0.7,2000000
12510,Curt Casali,FA,C,60,237,0,0.6,4891195
12282,Rougned Odor,FA,2B,84,339,0,0.6,2000000
13329,Jake Lamb,FA,LF,150,610,0,0.6,2000000
13329,Jake Lamb,FA,DH,150,610,0,0.6,2000000
13836,Matt Duffy,FA,1B,76,314,0,0.5,2000000
19198,Yuli Gurriel,FA,1B,125,529,0,0.5,2000000
10847,Andrelton Simmons,FA,2B,66,255,0,0.5,2000000
13836,Matt Duffy,FA,3B,76,314,0,0.5,2000000
6012,Didi Gregorius,FA,SS,49,198,0,0.5,2000000
10847,Andrelton Simmons,FA,SS,66,255,0,0.5,2000000
13359,Tyler Naquin,FA,RF,96,400,0,0.5,2000000
12981,Cam Gallagher,FA,C,30,120,0,0.4,2000000
11342,Jesús Aguilar,FA,1B,84,366,0,0.4,2000000
11902,Hanser Alberto,FA,2B,60,242,0,0.4,2696796
10762,Corey Dickerson,FA,LF,75,311,0,0.4,2000000
5254,Robbie Grossman,FA,LF,96,414,0,0.4,7044609
11476,Odúbel Herrera,FA,CF,42,175,0,0.4,2000000
5254,Robbie Grossman,FA,RF,96,414,0,0.4,7044609
11342,Jesús Aguilar,FA,DH,84,366,0,0.4,2000000
14523,Pedro Severino,FA,C,42,171,0,0.3,2000000
14523,Pedro Severino,FA,1B,42,171,0,0.3,2000000
14950,Johan Camargo,FA,SS,24,95,0,0.3,2000000
10950,Adam Duvall,FA,LF,79,325,0,0.3,6989934
15191,Chad Pinder,FA,LF,83,348,0,0.3,2000000
12434,Kevin Pillar,FA,LF,50,202,0,0.3,2000000
10950,Adam Duvall,FA,CF,79,325,0,0.3,6989934
15191,Chad Pinder,FA,RF,83,348,0,0.3,2000000
2434,Nelson Cruz,FA,DH,97,421,0,0.3,10319369
14523,Pedro Severino,FA,DH,42,171,0,0.3,2000000
8418,Ehire Adrianza,FA,3B,63,251,0,0.2,2000000
8418,Ehire Adrianza,FA,SS,63,251,0,0.2,2000000
6310,Alcides Escobar,FA,SS,44,184,0,0.2,2000000
12984,Jackie Bradley Jr.,FA,CF,63,248,0,0.2,2000000
12984,Jackie Bradley Jr.,FA,RF,63,248,0,0.2,2000000
17838,Willie Calhoun,FA,DH,36,149,0,0.2,2000000
5273,Sandy Leon,FA,C,32,124,0,0.1,2000000
5497,Marwin Gonzalez,FA,SS,34,137,0,0.1,2000000
15104,Jonathan Davis,FA,CF,16,64,0,0.1,2000000
14735,Brett Phillips,FA,CF,40,160,0,0.1,2000000
14553,Nomar Mazara,FA,RF,23,93,0,0.1,2000000
14735,Brett Phillips,FA,RF,40,160,0,0.1,2000000
17161,Chad Wallach,FA,C,2,6,0,0,2000000
15766,Raudy Read,FA,C,0,1,0,0,2000000
10619,David Freitas,FA,C,0,1,0,0,2000000
sa3005394,Lorenzo Quintana,FA,C,0,1,0,0,2000000
sa829058,Jamie Ritchie,FA,C,0,1,0,0,2000000
16925,Aramis Garcia,FA,C,0,1,0,0,2000000
13132,Andrew Susac,FA,C,0,1,0,0,2000000
sa918049,Michael Cruz,FA,C,0,1,0,0,2000000
sa548359,Roberto Peña,FA,C,0,1,0,0,2000000
15608,Willians Astudillo,FA,C,0,1,0,0,2000000
7476,Alex Avila,FA,C,0,1,0,0,2000000
sa736923,Jhon Nuñez,FA,C,0,1,0,0,2000000
12782,Taylor Davis,FA,C,0,1,0,0,2000000
sa492636,Martin Cervenka,FA,C,0,1,0,0,2000000
sa658013,Ronnie Freeman,FA,C,0,1,0,0,2000000
sa827953,Melvin Novoa,FA,C,0,1,0,0,2000000
sa828313,Roldani Baldwin,FA,C,0,1,0,0,2000000
8609,Tim Federowicz,FA,C,0,1,0,0,2000000
sa918279,Brady Policelli,FA,C,0,1,0,0,2000000
sa885119,Bryan Torres,FA,C,0,1,0,0,2000000
15808,José Godoy,FA,C,0,1,0,0,2000000
sa3006846,David Sheaffer,FA,C,0,1,0,0,2000000
5398,Juan Graterol,FA,C,0,1,0,0,2000000
sa875583,Christian Kelley,FA,C,0,1,0,0,2000000
1433,Wilson Ramos,FA,C,0,1,0,0,2000000
sa738507,Edgar Cabral,FA,C,0,1,0,0,2000000
9284,Chris Herrmann,FA,C,0,1,0,0,2000000
9433,Dustin Garneau,FA,C,0,1,0,0,2000000
sa737214,Carlos Martínez,FA,C,0,1,0,0,2000000
sa548189,Kellin Deglan,FA,C,0,1,0,0,2000000
19245,Chris Okey,FA,C,0,1,0,0,2000000
sa874791,Chris Betts,FA,C,0,1,0,0,2000000
sa3004255,Renae Martinez,FA,C,0,1,0,0,2000000
8722,Jason Castro,FA,C,0,1,0,0,2000000
sa876102,Collin Theroux,FA,C,0,1,0,0,2000000
sa829684,Chris Hudgins,FA,C,0,1,0,0,2000000
sa829276,Gianpaul Gonzalez,FA,C,0,1,0,0,2000000
4243,Jose Lobaton,FA,C,0,1,0,0,2000000
sa3006789,Alex Holderbach,FA,C,0,1,0,0,2000000
7870,Jonathan Lucroy,FA,C,0,1,0,0,2000000
3648,René Rivera,FA,C,0,1,0,0,2000000
sa915865,Deon Stafford,FA,C,0,1,0,0,2000000
sa872828,Javier Guevara,FA,C,0,1,0,0,2000000
sa3006785,Gunnar Troutwine,FA,C,0,1,0,0,2000000
sa3006938,Logan Brown,FA,C,0,1,0,0,2000000
10533,Rocky Gale,FA,C,0,1,0,0,2000000
12284,Kevan Smith,FA,C,0,1,0,0,2000000
11287,Bryan Holaday,FA,C,0,1,0,0,2000000
sa3010160,Jaxx Groshans,FA,C,0,1,0,0,2000000
sa900974,Carlos Soto,FA,C,0,1,0,0,2000000
sa3006854,William Hancock,FA,C,0,1,0,0,2000000
8259,Kurt Suzuki,FA,C,0,1,0,0,2000000
sa827344,Chris Chinea,FA,C,0,1,0,0,2000000
sa918101,Nate Nolan,FA,C,0,1,0,0,2000000
15535,Joseph Odom,FA,C,0,1,0,0,2000000
sa3009893,Luis Trevino,FA,C,0,1,0,0,2000000
5491,Austin Romine,FA,C,0,1,0,0,2000000
sa3004510,Austin Bernard,FA,C,0,1,0,0,2000000
sa602817,Nate Esposito,FA,C,0,1,0,0,2000000
3448,Jeff Mathis,FA,C,0,1,0,0,2000000
sa3007062,Christopher Proctor,FA,C,0,1,0,0,2000000
sa3002710,Juan Aparicio,FA,C,0,1,0,0,2000000
sa3007077,Rusber Estrada,FA,C,0,1,0,0,2000000
sa3018598,Sandro Gaston,FA,C,0,1,0,0,2000000
sa3007073,Dean Nevarez,FA,C,0,1,0,0,2000000
sa917737,Marco Hernandez,FA,C,0,1,0,0,2000000
sa3010584,Cooper Johnson,FA,C,0,1,0,0,2000000
sa3011327,Dustin Skelton,FA,C,0,1,0,0,2000000
sa873181,Raul Hernandez,FA,C,0,1,0,0,2000000
sa3015607,Carlos Rojas,FA,C,0,1,0,0,2000000
sa827140,Kyle Overstreet,FA,C,0,1,0,0,2000000
sa918102,Alan Marrero,FA,C,0,1,0,0,2000000
13176,Blake Swihart,FA,C,0,1,0,0,2000000
sa873330,Andres Guerra,FA,C,0,1,0,0,2000000
sa877334,Ricardo Rodriguez,FA,C,0,1,0,0,2000000
3411,Drew Butera,FA,C,0,1,0,0,2000000
5000,Stephen Vogt,FA,C,0,1,0,0,2000000
sa828363,Keinner Piña,FA,C,0,1,0,0,2000000
sa3006424,Rodolfo Bone,FA,C,0,1,0,0,2000000
sa872495,Jose Rivas,FA,C,0,1,0,0,2000000
sa3018471,Jose Cedeno,FA,C,0,1,0,0,2000000
sa829275,Isaias Quiroz,FA,C,0,1,0,0,2000000
sa3004150,Victor Ruiz,FA,C,0,1,0,0,2000000
sa918726,Joey Roach,FA,C,0,1,0,0,2000000
sa875776,Josh Rolette,FA,C,0,1,0,0,2000000
sa659079,Austin Rei,FA,C,0,1,0,0,2000000
sa3010270,Kyle Wilkie,FA,C,0,1,0,0,2000000
sa828381,Dennis Ortega,FA,C,0,1,0,0,2000000
sa3011153,Allan Berríos,FA,C,0,1,0,0,2000000
9308,Josh Phegley,FA,C,0,1,0,0,2000000
sa3015143,Brady Smith,FA,C,0,1,0,0,2000000
sa1169879,Jonathan Embry,FA,C,0,1,0,0,2000000
sa873350,Jose Tello,FA,C,0,1,0,0,2000000
sa3003408,Cristhian Longa,FA,C,0,1,0,0,2000000
sa917754,Miguel Jerez,FA,C,0,1,0,0,2000000
sa3003213,Felix Familia,FA,C,0,1,0,0,2000000
sa3008190,Juan Paulino,FA,C,0,1,0,0,2000000
sa3005725,Jesus Orecchia,FA,C,0,1,0,0,2000000
sa3016132,Mario Melendez,FA,C,0,1,0,0,2000000
sa3003385,Junior Melo,FA,C,0,1,0,0,2000000
14942,Andrew Knapp,FA,C,23,91,0,0,2000000
16909,Colin Moran,FA,1B,23,94,0,0,2000000
12092,Niko Goodrum,FA,1B,6,27,0,0,2000000
15170,Josh VanMeter,FA,1B,0,1,0,0,2000000
15351,Frank Schwindel,FA,1B,0,1,0,0,2000000
14388,Ronald Guzmán,FA,1B,0,1,0,0,2000000
15585,Mike Ford,FA,1B,0,1,0,0,2000000
17321,Michael Chavis,FA,1B,0,1,0,0,2000000
15697,Gosuke Katoh,FA,1B,0,1,0,0,2000000
17278,Bobby Bradley,FA,1B,0,1,0,0,2000000
5000,Stephen Vogt,FA,1B,0,1,0,0,2000000
12092,Niko Goodrum,FA,2B,6,27,0,0,2000000
15730,Tyler Wade,FA,2B,2,6,0,0,2000000
15608,Willians Astudillo,FA,2B,0,1,0,0,2000000
15170,Josh VanMeter,FA,2B,0,1,0,0,2000000
17736,Richie Martin,FA,2B,0,1,0,0,2000000
14320,Wilmer Difo,FA,2B,0,1,0,0,2000000
10953,Phil Gosselin,FA,2B,0,1,0,0,2000000
13472,Christian Lopes,FA,2B,0,1,0,0,2000000
11602,Carlos Sanchez,FA,2B,0,1,0,0,2000000
15697,Gosuke Katoh,FA,2B,0,1,0,0,2000000
3298,Charlie Culberson,FA,3B,32,129,0,0,2000000
16909,Colin Moran,FA,3B,23,94,0,0,2000000
7226,Matt Davidson,FA,3B,0,1,0,0,2000000
15608,Willians Astudillo,FA,3B,0,1,0,0,2000000
19331,Jose Rojas,FA,3B,0,1,0,0,2000000
16959,Eddy Alvarez,FA,3B,0,1,0,0,2000000
12179,Maikel Franco,FA,3B,0,1,0,0,2000000
17468,Kelvin Gutiérrez,FA,3B,0,1,0,0,2000000
10953,Phil Gosselin,FA,3B,0,1,0,0,2000000
17642,JT Riddle,FA,3B,0,1,0,0,2000000
17807,Drew Jackson,FA,3B,0,1,0,0,2000000
13325,Deven Marrero,FA,3B,0,1,0,0,2000000
4418,Jed Lowrie,FA,SS,6,28,0,0,2000000
11472,Dixon Machado,FA,SS,5,19,0,0,2000000
12092,Niko Goodrum,FA,SS,6,27,0,0,2000000
15730,Tyler Wade,FA,SS,2,6,0,0,2000000
14556,Max Moroff,FA,SS,0,1,0,0,2000000
sa738204,Daniel Pinero,FA,SS,0,1,0,0,2000000
14140,José Rondón,FA,SS,0,1,0,0,2000000
6609,Freddy Galvis,FA,SS,0,1,0,0,2000000
sa873984,C.J. Chatham,FA,SS,0,1,0,0,2000000
sa602586,David Masters,FA,SS,0,1,0,0,2000000
sa877497,Arquímedes Gamboa,FA,SS,0,1,0,0,2000000
10416,Wilfredo Tovar,FA,SS,0,1,0,0,2000000
sa877608,Peter Maris,FA,SS,0,1,0,0,2000000
sa872750,Miguelangel Sierra,FA,SS,0,1,0,0,2000000
sa875729,Chad De La Guerra,FA,SS,0,1,0,0,2000000
sa735861,Rayder Ascanio,FA,SS,0,1,0,0,2000000
4579,Starlin Castro,FA,SS,0,1,0,0,2000000
17736,Richie Martin,FA,SS,0,1,0,0,2000000
19909,Anderson Tejeda,FA,SS,0,1,0,0,2000000
sa827960,Luis Carpio,FA,SS,0,1,0,0,2000000
11400,Ronald Torreyes,FA,SS,0,1,0,0,2000000
7949,Tim Beckham,FA,SS,0,1,0,0,2000000
sa658966,Mikey White,FA,SS,0,1,0,0,2000000
14320,Wilmer Difo,FA,SS,0,1,0,0,2000000
sa830140,Carlos Herrera,FA,SS,0,1,0,0,2000000
10459,Adeiny Hechavarria,FA,SS,0,1,0,0,2000000
13593,José Peraza,FA,SS,0,1,0,0,2000000
16411,Richard Urena,FA,SS,0,1,0,0,2000000
sa915707,Kevin Merrell,FA,SS,0,1,0,0,2000000
sa872730,Edwin Figuera,FA,SS,0,1,0,0,2000000
sa827970,Manuel Geraldo,FA,SS,0,1,0,0,2000000
sa872571,Edgardo Fermin,FA,SS,0,1,0,0,2000000
11155,Elliot Soto,FA,SS,0,1,0,0,2000000
sa736875,Luis Gonzalez,FA,SS,0,1,0,0,2000000
sa872851,Imeldo Diaz,FA,SS,0,1,0,0,2000000
sa735846,Grenny Cumana,FA,SS,0,1,0,0,2000000
sa657479,Malquin Canelo,FA,SS,0,1,0,0,2000000
14515,Luis Marté,FA,SS,0,1,0,0,2000000
sa3008030,AJ Graffanino,FA,SS,0,1,0,0,2000000
17642,JT Riddle,FA,SS,0,1,0,0,2000000
6547,Jordy Mercer,FA,SS,0,1,0,0,2000000
15519,Franklin Barreto,FA,SS,0,1,0,0,2000000
sa3002696,Alexander Hernandez,FA,SS,0,1,0,0,2000000
sa3010280,Jake Hoover,FA,SS,0,1,0,0,2000000
sa828299,Osvaldo Duarte,FA,SS,0,1,0,0,2000000
sa3011423,Ethan Paul,FA,SS,0,1,0,0,2000000
5519,Rubén Tejada,FA,SS,0,1,0,0,2000000
sa3006724,Grant Williams,FA,SS,0,1,0,0,2000000
sa708444,Galli Cribbs Jr.,FA,SS,0,1,0,0,2000000
sa3006791,Connor Kopach,FA,SS,0,1,0,0,2000000
sa657398,Osvaldo Abreu,FA,SS,0,1,0,0,2000000
sa917025,Cristian Perez,FA,SS,0,1,0,0,2000000
sa857840,Kyle Holder,FA,SS,0,1,0,0,2000000
sa857225,Ryan Howard,FA,SS,0,1,0,0,2000000
13325,Deven Marrero,FA,SS,0,1,0,0,2000000
sa828686,Justin Twine,FA,SS,0,1,0,0,2000000
sa3003184,Yerdel Vargas,FA,SS,0,1,0,0,2000000
sa922180,Alfredo Rodriguez,FA,SS,0,1,0,0,2000000
sa3004157,Cody Bohanek,FA,SS,0,1,0,0,2000000
sa873634,Connor Justus,FA,SS,0,1,0,0,2000000
sa875782,Scott Burcham,FA,SS,0,1,0,0,2000000
sa829240,Jeremy Rivera,FA,SS,0,1,0,0,2000000
sa875336,Yeltsin Encarnacion,FA,SS,0,1,0,0,2000000
7290,Jake Elmore,FA,SS,0,1,0,0,2000000
sa3018397,Keiner Delgado,FA,SS,0,1,0,0,2000000
sa1170420,Elvis Peralta,FA,SS,0,1,0,0,2000000
14678,Tzu-Wei Lin,FA,SS,0,1,0,0,2000000
2539,Pete Kozma,FA,SS,0,1,0,0,2000000
11863,Yadiel Rivera,FA,SS,0,1,0,0,2000000
sa3005601,Jose Guzman,FA,SS,0,1,0,0,2000000
sa3005522,Derwin Barreto,FA,SS,0,1,0,0,2000000
sa917329,Ronny Brito,FA,SS,0,1,0,0,2000000
13595,Humberto Arteaga,FA,SS,0,1,0,0,2000000
sa3009284,Esmil Torres,FA,SS,0,1,0,0,2000000
sa3005489,Antoni Flores,FA,SS,0,1,0,0,2000000
sa736621,Johan Cruz,FA,SS,0,1,0,0,2000000
sa872509,Marcos Rivera,FA,SS,0,1,0,0,2000000
sa877519,Adrian Rondon,FA,SS,0,1,0,0,2000000
sa3002708,Jose Tortolero,FA,SS,0,1,0,0,2000000
sa877365,Ricky Aracena,FA,SS,0,1,0,0,2000000
sa3018565,Echedry Vargas,FA,SS,0,1,0,0,2000000
sa3019204,Reylin Perez,FA,SS,0,1,0,0,2000000
sa3005546,Roman Ruiz,FA,SS,0,1,0,0,2000000
sa829182,Alexis Pantoja,FA,SS,0,1,0,0,2000000
sa3003340,Jean Carmona,FA,SS,0,1,0,0,2000000
sa3005626,Nestor Heredia,FA,SS,0,1,0,0,2000000
sa3010909,Garrett Saunders,FA,SS,0,1,0,0,2000000
sa3003178,Reyny Reyes,FA,SS,0,1,0,0,2000000
sa3018938,Cristofer Torin,FA,SS,0,1,0,0,2000000
sa3008293,Zack Kone,FA,SS,0,1,0,0,2000000
sa3009331,Bladimir De La Rosa,FA,SS,0,1,0,0,2000000
sa3014890,Anthony Walters,FA,SS,0,1,0,0,2000000
sa3018632,Marco Vargas,FA,SS,0,1,0,0,2000000
sa3006578,Sander Mora,FA,SS,0,1,0,0,2000000
sa3003328,Franklin Soto,FA,SS,0,1,0,0,2000000
sa3018529,Ricardo Gonzalez,FA,SS,0,1,0,0,2000000
7349,Sean Kazmar Jr.,FA,SS,0,1,0,0,2000000
sa3015616,Maycol Justo,FA,SS,0,1,0,0,2000000
sa3014881,Jake Boone,FA,SS,0,1,0,0,2000000
sa3008378,Albert Jerez,FA,SS,0,1,0,0,2000000
sa3009961,Joshua Rivera,FA,SS,0,1,0,0,2000000
sa3008927,Densi Meli,FA,SS,0,1,0,0,2000000
sa3017122,Geuri Lubo,FA,SS,0,1,0,0,2000000
9807,Ryan Goins,FA,SS,0,1,0,0,2000000
sa3005481,Wilfri Peralta,FA,SS,0,1,0,0,2000000
sa3006886,Jelfry Marte,FA,SS,0,1,0,0,2000000
sa3003183,Marcos Brito,FA,SS,0,1,0,0,2000000
sa3006913,Lency Delgado,FA,SS,0,1,0,0,2000000
sa3002855,Albert Suarez,FA,SS,0,1,0,0,2000000
sa3002624,Jesus Feliz,FA,SS,0,1,0,0,2000000
sa3009820,Franklin Linares,FA,SS,0,1,0,0,2000000
sa3011704,Miguel Droz,FA,SS,0,1,0,0,2000000
sa3015595,Jose Sanabria,FA,SS,0,1,0,0,2000000
sa3006216,Justin Oferman,FA,SS,0,1,0,0,2000000
sa3015627,Yonathan Leon,FA,SS,0,1,0,0,2000000
sa3004508,Jecorrah Arnold,FA,SS,0,1,0,0,2000000
sa3009311,Luis Zambrano,FA,SS,0,1,0,0,2000000
sa3010146,AJ Lee,FA,SS,0,1,0,0,2000000
sa3010340,Jalen Greer,FA,SS,0,1,0,0,2000000
8203,Dee Strange-Gordon,FA,SS,29,117,0,0,2000000
15124,Tim Locastro,FA,LF,15,60,0,0,2000000
5486,Abraham Almonte,FA,LF,0,1,0,0,2000000
19667,Zach Reks,FA,LF,0,1,0,0,2000000
12719,Dillon Thomas,FA,LF,0,1,0,0,2000000
14329,Anthony Alford,FA,LF,0,1,0,0,2000000
7949,Tim Beckham,FA,LF,0,1,0,0,2000000
17023,Magneuris Sierra,FA,LF,0,1,0,0,2000000
17216,Monte Harrison,FA,LF,0,1,0,0,2000000
17719,Steven Duggar,FA,LF,0,1,0,0,2000000
19615,Luis Barrera,FA,LF,0,1,0,0,2000000
16623,Greg Allen,FA,LF,0,1,0,0,2000000
4922,Ender Inciarte,FA,LF,0,1,0,0,2000000
17423,Yermín Mercedes,FA,LF,0,1,0,0,2000000
17807,Drew Jackson,FA,LF,0,1,0,0,2000000
13658,Terrance Gore,FA,LF,0,1,0,0,2000000
15124,Tim Locastro,FA,CF,15,60,0,0,2000000
14352,Lewis Brinson,FA,CF,24,101,0,0,2000000
9077,Lorenzo Cain,FA,CF,0,1,0,0,2000000
5486,Abraham Almonte,FA,CF,0,1,0,0,2000000
16285,Michael Hermosillo,FA,CF,0,1,0,0,2000000
14109,Albert Almora Jr.,FA,CF,0,1,0,0,2000000
14329,Anthony Alford,FA,CF,0,1,0,0,2000000
17023,Magneuris Sierra,FA,CF,0,1,0,0,2000000
17216,Monte Harrison,FA,CF,0,1,0,0,2000000
17719,Steven Duggar,FA,CF,0,1,0,0,2000000
17910,Marcus Wilson,FA,CF,0,1,0,0,2000000
19552,Jaylin Davis,FA,CF,0,1,0,0,2000000
5384,Juan Lagares,FA,CF,0,1,0,0,2000000
13658,Terrance Gore,FA,CF,0,1,0,0,2000000
19331,Jose Rojas,FA,RF,0,1,0,0,2000000
16959,Eddy Alvarez,FA,RF,0,1,0,0,2000000
12719,Dillon Thomas,FA,RF,0,1,0,0,2000000
14109,Albert Almora Jr.,FA,RF,0,1,0,0,2000000
14329,Anthony Alford,FA,RF,0,1,0,0,2000000
19615,Luis Barrera,FA,RF,0,1,0,0,2000000
17910,Marcus Wilson,FA,RF,0,1,0,0,2000000
16623,Greg Allen,FA,RF,0,1,0,0,2000000
15958,Travis Demeritte,FA,RF,0,1,0,0,2000000
19552,Jaylin Davis,FA,RF,0,1,0,0,2000000
17710,Matt Beaty,FA,RF,0,1,0,0,2000000
18136,Ka'ai Tom,FA,RF,0,1,0,0,2000000
17750,Max Schrock,FA,RF,0,1,0,0,2000000
5384,Juan Lagares,FA,RF,0,1,0,0,2000000
5667,Steven Souza Jr.,FA,RF,0,1,0,0,2000000
17807,Drew Jackson,FA,RF,0,1,0,0,2000000
4418,Jed Lowrie,FA,DH,6,28,0,0,2000000
7226,Matt Davidson,FA,DH,0,1,0,0,2000000
14503,Renato Núñez,FA,DH,0,1,0,0,2000000
10839,Rangel Ravelo,FA,DH,0,1,0,0,2000000
15351,Frank Schwindel,FA,DH,0,1,0,0,2000000
7949,Tim Beckham,FA,DH,0,1,0,0,2000000
18881,Curtis Terry,FA,DH,0,1,0,0,2000000
15585,Mike Ford,FA,DH,0,1,0,0,2000000
17423,Yermín Mercedes,FA,DH,0,1,0,0,2000000
9112,Khris Davis,FA,DH,0,1,0,0,2000000
18497,ByungHo Park,FA,DH,0,1,0,0,2000000
13658,Terrance Gore,FA,DH,0,1,0,0,2000000
12649,Alex Dickerson,FA,DH,16,67,0,0,2000000
5000,Stephen Vogt,FA,DH,0,1,0,0,2000000
2151,Edwin Encarnación,FA,DH,0,1,0,0,2000000
12164,Miguel Sanó,FA,1B,78,318,0,-0.1,2000000
10199,Billy Hamilton,FA,LF,18,73,0,-0.1,2000000
11200,Kole Calhoun,FA,RF,71,295,0,-0.1,2000000
15983,Jackson Frazier,FA,LF,47,190,0,-0.2,2000000
15983,Jackson Frazier,FA,DH,47,190,0,-0.2,2000000
3142,Robinson Chirinos,FA,C,45,177,0,-0.4,2000000
